ID,Age,Type,Experience,Hospital Location,Patients in Queue,Patients Seen in Lifetime
12735,40,49,3,974,14,5867
4559,53,91,1,909,23,8426
8215,32,28,30,922,3,1146
12660,75,4,16,983,12,9255
4258,60,75,30,994,21,8951
13095,63,42,19,905,8,4638
10405,71,51,1,957,13,5834
12088,67,15,8,930,8,8513
8283,60,21,2,945,9,6565
4773,51,6,17,941,7,5161
4683,37,85,7,962,3,2070
14668,54,2,4,993,15,5414
14256,34,81,4,970,7,5116
8980,52,18,30,974,15,9444
1066,65,83,27,919,22,8064
3086,31,94,13,966,10,8429
10030,36,82,25,984,22,3516
8518,40,65,15,981,26,4300
8985,61,96,14,912,9,7623
13269,44,43,13,994,26,7026
5416,49,44,28,906,25,8599
9459,43,58,19,930,8,8640
3161,30,20,15,976,2,6046
2674,59,78,0,905,3,9401
9170,48,39,2,927,22,7022
14119,48,20,17,991,25,5594
5698,41,9,21,928,10,9601
13640,57,48,26,940,7,3692
14940,41,35,24,958,10,6133
4327,77,22,8,960,5,4237
14780,69,59,15,931,19,4983
12407,71,11,22,990,23,4913
3054,50,17,14,984,1,2300
6368,53,33,16,939,18,8789
2079,44,6,23,902,19,1269
12031,55,34,29,979,29,6601
13605,77,85,22,900,11,3778
8409,79,66,10,926,26,2057
13979,38,72,30,982,30,6547
825,46,73,13,917,26,1926
11441,51,3,24,902,5,4644
13160,78,85,6,918,22,8600
3895,70,71,15,949,6,4435
966,72,11,13,986,9,6360
12683,67,60,20,913,21,4903
6653,72,76,0,902,19,3220
13148,56,72,5,983,29,2036
1667,58,76,18,933,18,3121
11987,68,27,18,993,4,5296
11345,54,70,20,920,5,8510
8155,70,31,7,908,24,2289
6201,80,10,11,986,29,7413
7597,38,88,10,931,20,1126
14680,32,77,16,964,15,6278
8027,74,4,30,971,15,3224
12383,78,92,29,946,6,5867
4160,75,15,13,933,25,4442
9651,47,65,16,960,5,5995
9169,64,29,20,993,17,5546
14586,57,48,4,942,9,6208
5478,42,45,9,942,10,2110
1536,45,22,14,924,21,7349
7068,38,75,23,924,16,4102
12280,34,14,17,932,16,1023
8782,74,71,19,958,19,9475
878,79,52,28,953,28,9659
3120,32,20,11,966,15,1543
949,49,92,1,971,2,5254
8988,68,85,20,946,6,6724
4713,39,78,3,929,26,4592
12470,69,39,22,983,30,4901
6626,80,85,13,996,22,9217
13198,67,72,3,948,27,9352
14393,62,97,10,993,21,1376
9494,48,22,16,942,6,3150
2046,62,48,30,935,29,3628
14041,33,34,14,921,9,1501
6080,73,58,21,913,1,2529
8666,65,30,5,918,26,5678
7190,59,86,6,988,15,5373
9290,37,24,19,992,4,6059
13922,57,14,15,991,3,3419
784,72,80,10,946,5,5436
7551,79,48,3,977,14,7220
13680,45,10,0,994,15,5161
7972,78,35,2,948,21,2356
4524,49,39,6,934,18,5318
13988,67,62,29,990,3,3010
13182,57,33,12,936,16,4426
11132,67,11,20,989,24,3687
6304,35,28,23,924,11,5293
1652,30,80,22,914,21,4491
11082,66,42,28,902,17,1194
13574,50,57,6,956,14,6813
1352,33,30,12,957,15,9837
14737,55,93,6,956,14,3454
7743,80,17,9,943,29,6909
5837,60,2,17,944,16,5864
628,69,13,8,913,19,3803
12170,71,1,3,998,2,3896
4926,73,87,17,918,25,8836
9831,30,88,12,954,5,4815
14679,65,98,25,996,11,5986
11737,47,11,8,951,29,7199
7385,59,51,22,921,15,4097
4166,55,75,22,994,26,7836
4193,37,60,16,924,17,5501
13173,57,61,10,901,15,9695
4277,62,48,11,918,19,7837
14576,67,25,28,985,3,4251
1986,41,69,20,975,5,4971
9196,51,58,10,994,20,4096
3361,53,58,23,930,22,4787
5958,77,100,0,953,22,2418
4555,79,58,27,916,20,7845
10503,73,82,27,926,30,7402
11204,80,96,7,939,26,9351
1925,79,68,27,926,14,6405
10754,71,98,1,993,5,4426
7906,55,57,29,952,17,2059
5240,55,99,5,981,10,9139
2435,75,35,13,908,28,9988
10526,49,87,19,903,6,6172
12031,50,94,30,1000,18,3111
5142,46,25,7,986,19,6522
12097,56,36,6,999,15,4299
7824,48,43,20,959,5,7825
11969,46,25,19,931,28,9392
2098,71,60,3,922,19,9526
10201,63,28,2,951,17,6151
13022,78,29,20,957,25,9853
3601,64,20,20,924,10,7453
8295,71,97,30,907,30,5516
11208,42,8,26,991,30,6618
1913,78,14,2,994,22,7408
10614,34,19,23,949,24,9049
4372,44,8,24,907,24,1281
2387,74,84,15,919,22,6538
3205,53,9,24,982,26,7947
6046,31,98,14,936,7,1946
7811,48,22,18,943,27,7034
3751,37,36,20,904,20,9778
14394,58,15,30,932,30,2707
8237,79,87,24,981,23,7538
13589,78,9,7,916,5,8914
9446,71,74,6,941,18,4799
6028,31,27,27,965,24,4450
8587,58,68,26,965,13,6736
9397,74,88,3,969,16,7684
6605,63,30,19,972,18,5785
2497,67,63,4,984,28,8939
8163,60,56,21,987,13,7207
14967,72,27,14,907,14,7425
2630,49,56,20,962,9,5238
701,47,27,19,906,29,2359
1890,48,10,3,998,30,4487
11594,49,63,2,926,4,3983
8715,69,19,22,966,7,8356
7286,33,62,22,925,30,2148
8601,33,65,3,999,17,3166
9068,41,86,26,960,7,2746
7596,75,8,22,989,5,4772
12064,63,58,8,937,22,7497
4283,61,16,7,947,20,2280
6757,37,93,6,948,10,7768
11412,38,50,11,902,23,8572
7592,34,20,7,909,4,4488
4102,31,55,8,991,4,7032
5665,71,81,10,934,2,3423
6526,64,9,20,948,12,5829
8894,46,36,20,961,30,7128
1607,64,33,18,947,13,6485
1671,38,90,29,902,1,1286
8053,67,75,16,933,9,8197
5963,69,54,18,934,29,6521
14316,49,86,17,933,16,8112
4147,30,61,25,900,14,7627
9308,37,64,26,931,10,9013
4286,73,55,6,930,18,8583
1433,57,46,30,932,8,9400
8041,54,17,6,995,27,5082
7250,45,17,12,911,3,8194
3921,41,19,14,962,27,6357
6223,48,90,8,981,24,7335
7136,60,99,0,946,1,1395
13258,32,34,18,939,19,6696
3539,31,47,14,960,20,2370
2741,46,31,25,946,13,5689
6308,32,21,25,999,18,6641
7995,42,10,28,908,27,4091
3166,44,73,21,909,5,1349
550,40,42,4,920,22,3001
5971,49,68,4,980,7,5929
4516,33,82,9,919,15,5038
5361,32,77,27,970,6,7702
14891,45,59,18,967,16,3475
11613,59,40,21,929,20,5219
12605,52,60,6,934,10,1109
5382,63,10,8,911,25,4306
3560,70,20,1,981,7,1387
2590,57,82,22,908,13,2335
4665,79,77,8,982,27,8598
5294,32,38,10,926,3,7469
13871,37,90,1,936,9,4114
5740,49,2,25,929,2,5806
14033,48,60,4,920,7,5440
9476,62,92,5,929,14,9344
13594,42,92,10,921,26,2113
14356,42,99,16,905,14,1583
14341,41,21,3,917,5,6137
5778,61,96,9,955,20,6907
11206,44,7,18,960,28,3093
4537,80,34,28,987,24,4049
5873,35,36,15,987,20,1044
1046,42,24,12,902,5,8127
5581,73,58,13,974,1,4262
7523,68,14,30,916,30,3042
5453,47,92,6,919,27,4923
6336,66,25,18,979,13,2938
7867,62,35,0,965,17,5922
9055,31,68,28,946,21,6815
14607,72,17,9,923,22,9988
9851,44,57,21,948,22,7092
2756,40,72,19,949,28,6625
2405,32,3,25,925,4,4507
12752,38,1,12,917,11,5959
7119,53,58,17,986,23,7424
12724,80,2,8,963,23,5939
14186,44,66,6,972,15,5921
5975,58,35,0,904,14,5120
12649,65,7,1,997,26,4872
4375,73,49,16,947,26,4157
12567,41,48,20,906,18,7310
5988,77,49,19,903,10,1818
5257,53,41,14,918,29,2743
4072,75,34,21,967,27,5351
13881,64,14,22,998,12,4304
5694,52,73,0,987,30,8249
2883,54,41,5,923,22,9191
2306,63,13,13,930,14,8903
14639,57,1,14,944,29,4313
1847,50,98,25,963,20,4159
7959,33,82,3,970,17,6443
6280,46,71,20,946,3,9315
2091,76,8,25,978,3,4545
14549,55,11,22,958,1,8146
4473,63,54,24,996,25,5181
4674,42,52,11,911,30,1190
3576,78,12,5,958,20,4943
14675,40,94,19,988,29,3080
2327,66,61,28,974,1,8610
1290,46,43,21,947,23,1218
4713,50,7,30,921,23,3503
12940,79,2,1,958,28,5957
892,48,46,3,956,8,6509
5331,71,72,21,986,18,8136
12287,37,36,9,938,5,9467
9854,52,37,27,992,10,8848
11808,53,100,4,997,19,4058
9200,39,36,25,906,21,2477
8944,77,96,30,903,12,3702
1857,65,65,3,901,28,3257
11775,30,72,28,954,19,5093
10079,34,84,15,966,12,7379
7403,65,80,23,955,22,8035
1840,62,34,28,983,8,4404
10162,53,62,0,996,2,2579
3502,38,42,30,905,16,9057
12020,38,45,8,994,3,4728
14602,75,27,2,988,26,4431
14998,73,13,3,969,18,3828
13897,80,44,18,932,5,2551
14642,73,97,26,924,28,2888
7538,35,64,5,913,8,3952
8157,37,82,29,913,26,3318
9903,78,32,13,949,1,8205
8058,55,12,1,964,9,5923
6397,62,1,1,956,10,3300
4652,61,73,17,908,1,9215
9097,33,99,1,907,23,2671
12747,43,25,30,905,12,6894
11444,41,54,2,932,4,2589
7371,45,31,13,977,4,9320
4046,67,74,13,939,20,8734
9826,65,52,19,951,19,2303
3100,76,63,19,995,7,8973
8317,53,33,3,995,5,6994
8236,76,58,9,947,7,1695
12326,70,32,19,987,10,4758
6314,54,37,4,948,4,3740
11058,45,17,27,931,20,5070
4634,71,43,11,937,3,9663
4913,33,67,17,974,24,1660
979,34,94,24,921,7,8504
9942,59,96,29,946,23,2770
2447,60,72,26,950,4,4415
6883,63,38,20,901,2,9175
13786,69,44,0,951,8,6761
588,79,23,11,931,25,8511
13380,35,94,0,966,9,3442
4757,30,81,27,941,5,7349
3615,34,58,6,909,3,3155
14912,31,5,14,990,1,1458
9242,30,14,14,927,30,7675
8877,44,6,1,924,10,4243
9004,77,15,5,963,17,4117
13352,55,51,15,996,29,6869
10922,50,71,1,967,29,5041
10323,66,99,3,954,25,2560
6323,66,90,24,975,15,8100
14875,54,66,26,972,28,7262
2453,60,34,28,967,5,7243
8573,41,8,8,960,1,8166
3547,42,79,7,1000,4,8359
14285,63,45,20,972,20,8555
2482,54,71,27,905,1,6015
12984,76,73,9,930,4,8814
7525,66,24,9,921,6,7552
10338,78,76,4,902,25,2762
1038,31,44,27,926,1,3821
7111,55,75,14,950,13,1680
7602,38,38,21,958,19,5938
11565,79,28,27,992,7,8611
2830,79,94,30,981,27,5275
1143,36,83,27,963,18,2145
3243,37,77,16,1000,14,5181
7588,51,33,2,954,26,1579
5980,72,95,20,989,29,3841
13761,39,65,1,935,8,2103
3283,46,9,24,925,29,5909
4751,39,8,24,965,18,1566
9272,30,85,15,986,18,5487
11462,40,15,12,923,18,7422
9686,62,32,6,957,17,3396
5585,40,60,29,999,27,3169
11614,30,39,13,922,18,2773
2068,65,9,18,980,18,5632
6806,58,88,3,973,16,7792
1505,76,88,2,931,21,7680
1539,63,93,0,964,18,7922
2124,74,98,14,932,15,4673
9715,35,75,10,938,14,3827
5607,80,5,30,901,26,9284
11498,40,41,0,985,26,6364
4382,50,28,4,976,3,8580
7748,50,99,30,982,9,7390
5236,61,37,27,967,22,5222
3153,56,76,16,911,16,8978
4663,40,32,22,962,25,3444
12810,46,32,22,991,16,4359
1049,79,41,29,942,13,5401
7567,39,17,9,950,27,9892
13820,51,70,11,909,4,6445
6410,40,4,11,922,16,9357
7898,50,35,15,939,7,6774
9534,32,68,22,995,9,5025
8124,42,29,6,930,25,1313
3670,79,35,14,940,6,8438
6228,39,10,13,936,10,7256
4896,57,83,15,988,5,7236
8096,78,51,26,965,8,7260
7547,48,76,7,907,17,2496
11819,36,44,9,972,25,3547
5824,80,17,20,948,28,8292
854,79,8,4,978,17,8067
10924,58,30,18,939,1,2118
2635,55,33,1,989,5,4217
8141,32,45,10,956,14,1570
13216,53,31,22,995,2,2600
13548,36,25,27,947,23,4114
13651,61,79,30,998,28,2968
10203,60,86,17,954,23,4583
7474,77,33,22,903,11,1495
14191,48,38,3,961,10,8537
14763,43,52,0,941,26,4575
12111,31,26,11,946,13,7552
10986,78,73,29,957,15,3169
8416,56,62,5,968,20,3330
1670,69,50,10,988,2,3874
14195,48,96,25,944,18,6058
5674,45,14,15,918,9,6930
4549,77,96,1,944,11,2570
591,76,43,26,987,15,4944
1562,70,87,11,969,29,1853
4333,61,40,12,978,7,4722
12612,77,68,8,973,16,5349
4446,41,89,10,985,6,9862
6855,78,34,11,940,26,5712
11235,63,49,23,993,2,3067
1399,69,12,25,968,25,8301
9470,58,1,10,931,20,1564
2657,76,80,23,970,30,2928
5590,55,35,6,998,26,7644
9464,69,22,29,961,17,4730
11954,73,66,17,903,9,3317
11485,76,23,18,904,27,3638
7443,45,15,23,980,27,4181
2572,42,5,19,981,23,9934
997,47,82,10,911,25,7528
6261,75,54,19,974,5,3905
9370,50,87,26,977,29,1907
559,49,45,9,965,15,4136
13270,54,50,10,928,26,7202
734,39,23,22,934,28,7834
9183,39,16,29,950,4,1239
5426,43,51,24,900,15,9949
2664,49,64,10,969,14,2671
4133,38,99,21,962,6,2358
1122,33,78,5,984,16,7760
4935,67,67,30,984,2,7606
2266,40,64,11,975,20,7702
4070,51,95,15,954,27,9105
10609,42,43,3,983,1,4150
2428,39,90,26,997,7,6681
7229,30,20,10,961,9,2822
2132,39,12,13,900,23,2584
13263,69,60,9,964,29,5245
6822,77,55,13,935,25,1887
9028,57,37,6,972,2,6235
10272,52,18,8,924,12,4118
11449,62,25,30,946,8,6838
4959,43,72,26,927,16,3388
8137,65,44,17,979,28,6912
11253,78,15,4,924,9,5663
5627,54,83,20,996,20,5102
5812,72,58,25,935,7,2290
14642,33,61,18,971,28,3507
8267,67,66,11,959,4,8503
9291,64,67,8,994,10,8683
934,66,44,6,977,1,8344
13553,32,24,13,999,14,6215
9230,69,1,20,929,18,1097
6921,79,75,27,932,15,7796
14684,37,37,28,934,12,4420
10227,46,66,10,949,14,9675
10153,63,19,16,970,9,4550
1938,45,65,8,973,2,5835
9340,34,59,2,923,2,8841
3172,72,43,9,906,20,2410
5048,65,85,16,902,6,6610
6212,61,86,30,937,29,8965
9748,71,37,30,982,21,2621
10445,71,67,29,941,3,2662
10167,79,77,29,903,12,4049
8801,48,63,29,938,25,6203
1397,33,86,18,922,8,1812
2686,53,80,20,903,3,7767
9548,80,45,17,930,22,4566
8188,66,63,23,943,23,3045
4005,65,21,11,924,25,3196
8310,61,37,28,945,26,5858
11257,46,59,21,981,6,7995
11967,48,20,4,944,21,7009
12104,60,54,22,975,6,4582
11094,67,74,30,910,24,8753
12424,49,22,11,953,12,9430
3014,44,54,11,972,6,6907
9397,53,12,21,998,29,8245
9111,72,89,23,910,24,6412
1581,39,87,17,926,3,8048
1078,54,63,16,918,22,3282
7623,52,21,20,918,14,7232
8897,42,89,24,954,12,7813
7001,37,85,6,907,23,6953
8873,75,96,4,946,30,5061
2743,79,91,19,958,24,4046
10175,56,20,7,930,8,9688
7239,43,20,1,962,8,2744
12469,69,54,9,929,16,6888
12921,80,44,23,942,28,8519
6079,43,15,21,916,1,2687
1430,33,83,23,963,17,2675
3995,70,95,6,991,8,3302
10267,61,24,17,945,6,4498
3201,38,69,7,927,2,6369
1173,74,62,26,919,29,6387
9239,70,54,26,926,28,7660
4913,70,34,14,962,5,2161
2494,56,91,0,992,20,6395
9664,39,48,21,958,18,3799
4394,39,40,0,943,24,1997
8761,44,89,3,930,2,2007
8336,32,96,5,971,18,1041
14998,80,28,20,930,4,4776
12138,54,36,28,936,17,8571
10656,41,23,10,910,25,7388
2754,46,91,20,960,5,1315
5951,67,74,6,933,11,3390
807,48,7,6,975,9,3569
13344,50,58,28,974,8,9992
14149,77,55,15,985,13,1511
2164,71,93,13,920,26,4941
8470,35,71,20,924,4,3729
12723,70,7,22,994,1,4445
9963,65,86,13,918,18,5628
4799,74,43,17,947,22,9942
3431,47,77,3,913,30,5416
14487,80,64,20,946,8,7675
9049,73,67,29,974,17,2697
5936,45,86,8,1000,21,7888
8719,73,28,4,938,10,6683
7185,46,59,15,994,26,9094
2899,35,78,10,983,9,5204
5008,62,6,28,903,19,7905
11340,48,42,3,916,5,2179
7486,50,25,16,998,22,4986
4134,32,31,25,959,6,2980
2534,41,69,15,958,30,7392
7295,63,36,17,943,2,6204
4716,72,24,21,920,26,7278
8108,69,67,24,1000,4,8705
8527,71,89,29,962,6,1827
9385,43,79,0,913,18,1149
10491,72,32,21,915,9,7600
10423,32,94,19,995,30,6276
11542,58,62,6,976,10,8153
3398,51,3,0,951,24,9015
2507,43,31,9,962,19,7295
9573,70,19,29,967,7,6088
4490,43,77,11,939,6,1353
9627,80,86,29,929,23,6996
977,59,9,28,997,20,4041
8959,53,60,22,924,1,8084
5871,77,80,2,936,16,1624
12706,48,56,17,940,23,5080
7596,32,78,2,940,5,1698
12928,72,9,23,971,30,5265
13452,75,41,13,982,27,7622
13226,40,25,5,907,22,4415
7117,32,14,30,960,12,9800
3869,71,33,13,910,13,8592
8049,51,81,21,937,7,5149
9138,41,20,1,976,21,9896
5274,76,15,26,995,27,5626
1423,69,47,8,996,23,5099
8610,52,74,27,972,23,4965
12609,69,82,22,971,1,1047
12392,46,60,17,967,23,4461
12858,69,74,15,929,1,6370
12217,74,85,1,949,9,4041
12014,40,77,28,912,1,7168
1444,71,25,8,907,15,5686
11017,68,20,10,924,24,1745
12098,61,86,27,1000,16,7953
14863,78,47,0,980,4,7506
14123,64,37,26,991,28,1213
6070,36,70,18,945,11,8462
14013,54,30,12,957,29,1685
3212,36,94,14,942,7,1008
2703,40,58,8,959,1,2646
5714,71,73,19,949,3,2232
14626,61,48,13,999,3,8135
6207,46,46,23,978,30,9104
9573,32,3,6,964,27,8023
10964,74,100,26,956,3,6102
3604,63,49,22,917,4,1822
8624,43,43,26,988,24,3115
3932,65,55,0,919,27,4856
9502,41,78,9,928,11,8577
8041,64,78,18,966,13,8938
1478,68,57,0,905,16,5455
4219,33,64,28,945,19,2110
7614,36,37,30,996,16,6678
6424,57,3,5,1000,7,2215
7709,30,19,27,955,28,7583
3949,65,90,20,985,16,9017
11935,79,49,30,957,6,9821
10008,62,76,8,975,9,9627
9477,36,84,0,974,24,7927
9464,55,20,18,981,29,2438
2846,44,55,12,935,2,9910
12383,71,39,13,988,29,4017
10226,38,61,26,928,4,3915
13377,46,24,13,978,19,9385
4003,41,69,16,984,8,3552
2737,46,91,1,913,28,3887
9410,47,84,29,938,12,6210
12270,72,98,14,915,9,9854
11117,63,61,1,984,21,6913
11143,40,15,11,954,8,8277
14441,64,100,3,958,22,6618
9522,44,24,14,949,17,8138
3280,76,83,25,977,30,7161
7836,59,27,6,944,19,9271
4004,31,99,13,963,24,5367
9006,32,46,25,1000,11,3952
11109,51,39,16,941,23,4510
11294,72,8,4,998,11,2252
10781,51,10,27,918,16,2460
14688,74,87,28,986,8,7471
9710,46,37,8,963,19,4558
4737,40,76,26,997,4,1964
11489,73,84,0,970,3,9474
3185,50,77,21,935,21,8623
12235,77,27,2,938,19,2291
10267,80,32,28,900,14,5420
3977,49,9,18,922,7,8497
501,63,45,1,944,11,1500
9955,66,82,12,967,1,9348
2463,65,19,12,987,21,7264
1060,54,39,23,977,8,3930
6998,69,18,10,926,25,8250
10559,69,53,7,967,15,6911
9635,42,33,22,988,2,5574
8127,32,23,0,938,10,2041
13660,51,34,22,941,12,8809
1391,47,65,11,987,21,5313
2897,35,88,5,923,24,5207
10820,69,58,30,978,23,3898
6844,72,100,3,992,4,7317
11142,30,34,28,980,15,8598
8371,58,62,16,919,3,6444
10242,30,69,27,934,12,5902
2572,72,54,19,931,10,4854
14150,79,65,9,906,16,1631
14086,57,57,8,925,19,2833
4557,79,71,11,932,3,4898
2923,37,5,18,916,10,4665
5103,60,29,0,946,6,2925
3433,49,20,17,929,27,3449
8684,56,71,16,990,7,3659
14183,58,50,22,906,23,4272
9868,68,18,20,964,25,1406
11497,47,55,22,907,28,6296
13455,78,77,30,930,9,5695
10276,31,95,27,948,8,2288
7933,31,9,3,992,5,1770
10275,78,49,5,927,7,1193
12631,64,78,7,925,2,4955
2248,48,53,30,996,10,5586
14288,69,22,7,950,27,7356
12442,44,77,1,932,19,8878
7043,75,78,23,969,9,2905
13548,80,37,22,920,15,1776
12206,44,40,14,974,2,6468
11897,72,82,8,905,7,4678
1588,35,42,8,983,23,8682
6284,80,31,13,926,17,9852
709,42,60,19,904,5,6483
2509,69,52,2,972,22,6472
14361,79,85,10,997,23,6836
11592,53,35,17,917,22,2922
14843,47,7,16,916,6,6749
729,34,85,13,981,18,2186
7012,48,9,22,920,13,9249
13224,69,16,3,936,29,1228
7415,62,28,14,963,13,4634
12937,72,78,4,960,25,7489
5923,61,88,18,978,29,7263
6968,79,27,26,968,24,1431
4975,36,9,10,933,17,9468
9980,74,67,27,910,4,9087
4899,56,44,22,984,12,3203
4661,34,17,26,964,12,5260
5073,39,60,22,990,2,8666
14884,79,23,29,946,8,4485
4425,46,100,0,962,2,3756
5777,59,36,10,911,15,5843
14023,56,65,13,928,19,3164
6216,43,85,12,917,4,8830
12832,55,85,23,965,29,4802
3847,76,46,26,933,26,1900
2968,74,24,3,947,24,3939
13977,33,53,5,936,3,3022
6244,60,83,1,946,3,7091
1167,30,45,5,993,20,1252
7852,70,21,29,921,4,9126
7424,62,28,8,923,15,5594
12963,70,60,30,901,18,3120
10807,73,33,21,931,24,3633
14283,73,69,10,990,15,3928
8325,33,4,10,921,30,3896
1952,67,36,19,980,26,8864
7352,63,4,8,998,10,9383
9277,75,80,4,932,18,8935
9722,74,82,4,996,23,7564
11723,63,66,29,981,14,6901
11495,47,69,17,959,17,1001
14845,43,5,4,967,21,8767
8608,52,20,11,957,13,7708
9769,34,52,8,975,6,3807
8070,41,64,21,944,3,1915
4264,40,78,13,998,4,2912
14148,73,12,10,970,23,3006
12974,53,31,22,912,13,8015
2541,67,32,16,915,1,1818
1864,31,95,27,906,19,3211
1851,74,74,15,931,19,4051
6685,36,20,27,999,30,5842
2027,33,3,30,961,21,9647
9744,62,68,22,926,15,7525
9066,33,97,24,960,6,7831
3516,63,65,20,971,4,3995
11805,73,35,20,986,7,5732
8790,67,32,7,979,30,9290
9921,70,54,23,961,25,6640
14914,80,100,27,932,19,9753
9796,71,89,27,958,19,9272
8653,60,15,13,902,8,6151
13696,54,41,21,947,23,4009
3231,58,68,20,934,30,6280
2784,63,68,26,954,30,5028
9807,48,90,7,950,28,8717
3220,78,96,2,911,18,3197
12205,71,88,26,964,10,6687
12378,34,33,0,985,11,7923
12805,61,58,25,936,13,4403
10547,78,77,15,920,17,9631
9640,41,59,17,989,4,3448
9492,72,27,0,987,5,1586
2773,50,17,30,917,3,6542
2078,41,38,13,933,1,5423
10457,41,58,21,904,1,1765
12910,41,45,21,927,2,8860
8403,46,40,7,941,25,5392
2440,58,40,25,908,2,8239
1541,70,52,28,967,8,2183
2462,58,50,4,922,28,7156
849,61,23,3,960,6,8644
5317,64,26,20,925,13,1424
662,37,27,18,920,26,5931
14580,64,10,29,904,7,7441
12891,60,22,20,997,8,6286
5005,42,66,1,973,4,1412
13181,43,68,20,920,15,9439
3732,77,33,13,984,12,7941
8612,30,38,10,913,5,7939
5634,74,61,3,915,7,3086
587,51,59,1,984,1,1318
14236,39,40,19,914,3,5718
9968,76,74,0,907,9,1275
10077,56,96,3,967,11,5917
14736,59,97,23,923,26,5963
14062,50,56,17,934,5,9801
6041,75,17,3,939,12,1226
7263,49,77,20,957,2,2834
13058,72,20,21,937,18,8730
1196,75,22,27,988,2,6884
10701,48,83,13,967,10,9578
9446,77,34,14,930,28,1851
6673,80,75,11,967,17,9971
800,31,17,6,998,30,1863
4675,32,61,22,985,27,2157
9570,46,99,4,987,3,3368
2940,54,23,3,965,11,3245
12580,35,10,1,999,3,3361
1578,36,48,15,965,9,5231
12414,64,20,21,987,29,8201
937,74,37,16,921,18,4476
1013,62,97,5,916,15,3763
13399,40,1,11,987,9,5393
7703,44,46,9,971,12,9720
5512,36,11,14,956,21,8358
11678,44,39,3,910,24,2654
10018,57,11,12,933,15,8095
2002,62,1,29,931,18,5689
1349,76,16,26,959,25,7976
8549,48,42,6,961,20,1193
7361,44,89,14,997,16,6984
7132,30,49,9,923,18,3002
888,58,39,13,938,1,1310
9101,49,26,17,901,22,5814
5158,34,28,19,917,2,1004
7383,36,17,24,944,24,8678
6642,40,22,6,936,17,8748
10142,63,69,30,914,4,6617
6615,54,73,9,929,10,8926
3370,66,11,14,962,30,2175
10742,54,77,15,998,12,5270
14971,60,32,25,990,7,3246
4275,73,36,28,1000,26,5879
12036,61,8,1,997,18,4785
12287,69,32,15,979,13,5736
11644,54,89,6,962,25,3102
9559,32,86,11,925,21,9281
3432,79,85,15,956,28,6098
12678,69,33,22,904,30,2120
5570,57,9,23,953,4,6968
4220,48,67,9,988,13,7356
12631,33,57,26,940,5,4330
12576,46,49,19,906,22,5628
830,48,5,20,934,22,4701
6456,61,54,30,902,27,5081
5196,45,2,2,978,10,1383
12411,71,68,22,918,26,4485
8796,46,41,4,938,13,2210
8832,46,58,27,926,15,4138
12729,47,97,3,953,8,1744
11257,67,46,20,921,9,4656
6600,67,61,30,901,5,5094
8922,51,67,3,945,25,5414
5324,35,59,25,941,4,9566
2198,60,98,25,987,11,1597
13919,56,44,15,995,4,8575
3704,58,46,11,911,12,3501
1525,55,41,1,941,7,6236
2114,66,67,18,956,19,5083
12637,47,83,19,944,15,8960
11945,61,4,14,988,4,3131
13974,57,12,9,938,22,9740
894,66,85,18,900,14,9988
4276,37,42,9,931,16,7157
6118,53,67,2,931,28,8078
11799,54,62,26,997,6,4449
9129,62,28,11,959,2,1234
6660,73,51,20,917,6,2533
14059,50,36,7,948,24,9691
2248,77,19,9,981,3,8490
12624,66,7,25,976,3,5561
5016,69,94,2,991,18,4498
4497,42,22,13,923,2,8385
1326,67,26,26,971,1,9273
9011,80,77,29,985,5,7266
11831,76,29,17,925,9,6776
9619,35,87,13,996,27,7666
12692,35,56,12,994,26,1012
7692,46,23,28,980,20,3868
3151,55,76,16,957,8,5142
11138,46,22,28,944,9,9966
6760,62,12,16,984,16,6190
2333,70,70,17,991,26,9826
4903,44,31,15,917,11,5640
1020,34,6,19,941,14,5689
4249,74,9,7,922,12,1175
3900,70,2,30,963,16,6474
3652,55,89,29,935,17,9783
13877,36,32,3,964,26,7927
1451,77,28,28,925,8,4832
6351,71,72,6,968,27,3039
9864,66,59,5,963,2,9043
9711,44,16,10,901,17,7224
5647,76,71,15,994,14,4846
9211,36,72,26,994,2,1084
8615,58,8,16,962,15,4908
2691,45,7,12,900,23,4638
6303,51,87,21,954,12,6744
8508,39,30,0,948,25,9167
5561,67,94,15,996,21,4133
5917,31,25,29,900,4,5207
2324,41,29,20,992,12,6111
13502,70,89,2,985,16,5332
9932,67,89,0,902,26,3732
4961,74,63,10,979,7,1004
13702,77,67,3,976,18,2915
10415,62,100,12,908,28,2267
11991,49,66,20,920,2,4722
12837,38,69,2,951,7,5322
2541,33,36,17,920,17,9138
10141,49,22,0,940,20,4805
9256,57,55,6,991,7,6196
13986,78,92,2,937,3,8954
13906,61,29,23,925,23,1054
11246,56,12,8,932,20,8133
7513,60,27,30,952,2,7698
12747,60,20,8,995,23,8941
14085,57,31,11,921,23,5011
1025,32,87,4,973,5,2391
8116,80,54,7,949,7,3205
559,32,35,28,982,10,8477
11686,62,3,10,951,11,7025
10238,38,62,18,992,14,1693
13871,33,45,26,1000,11,3393
14656,67,12,17,1000,7,3218
8592,61,73,17,918,13,3115
2319,40,55,8,977,26,4441
11735,47,38,11,990,30,4927
3961,64,83,10,901,19,3663
12733,50,70,14,938,11,2749
10985,41,58,5,903,5,4280
638,72,10,7,950,23,2364
4267,56,72,25,913,16,8562
10249,64,99,9,922,17,9100
11801,70,47,23,915,5,4231
